Customer ID,Name,Surname,Gender,Age,Region,Job,Balance,
100003361,Boris,May,Male,34,England,White Collar,3717,
100000208,Phil,Lewis,Male,39,England,White Collar,3734,
100000122,Jacob,Payne,Male,25,England,Other,3738,
100002388,Theresa,Lewis,Female,38,England,Blue Collar,3761,
100002937,Dorothy,Hughes,Female,28,England,White Collar,3767,
200000842,Matt,Manning,Male,64,Scotland,Blue Collar,3775,
100001172,Phil,Turner,Male,30,England,Other,3776,
200002090,Connor,Newman,Male,32,Scotland,Blue Collar,3785,
100000724,Una,Blake,Female,41,England,White Collar,3786,
100003161,James,Hodges,Male,44,England,White Collar,3790,
200000018,Samantha,Coleman,Female,42,Scotland,Other,3802,
300003705,Julia,Abraham,Female,39,Wales,White Collar,3810,
300001857,Lisa,Mathis,Female,47,Wales,White Collar,3841,
300003429,Alison,Young,Female,28,Wales,White Collar,3856,
100003948,Owen,Baker,Male,18,England,Blue Collar,3859,
100003757,Kylie,Powell,Female,38,England,White Collar,3876,
100003784,Victor,King,Male,40,England,White Collar,3891,
100003931,James,Mathis,Male,36,England,Other,3891,
200001329,Michelle,Edmunds,Female,43,Scotland,Other,3893,
200001976,Isaac,Coleman,Male,45,Scotland,Other,3927,
100000789,Brian,Thomson,Male,22,England,White Collar,3933,
100002562,Nicholas,Powell,Male,48,England,White Collar,3962,
300002857,Angela,Wilkins,Female,36,Wales,White Collar,3962,
400000027,Rachel,McGrath,Female,37,Northern Ireland,White Collar,3967,
100003745,Caroline,Nash,Female,26,England,White Collar,3974,
300003355,Melanie,Metcalfe,Female,47,Wales,White Collar,3986,
300003343,Felicity,Turner,Female,35,Wales,White Collar,4012,
100000150,Michelle,Lee,Female,29,England,White Collar,4021,
200002399,Wendy,Ferguson,Female,57,Scotland,Other,4026,
100001356,Stephanie,Clark,Female,34,England,White Collar,4057,
100002997,Ava,Mills,Female,31,England,Other,4064,
100000222,Jessica,Morrison,Female,33,England,White Collar,4073,
200001334,Carl,Stewart,Male,40,Scotland,Other,4076,
200001260,Matt,White,Male,52,Scotland,Blue Collar,4096,
100003189,Richard,Anderson,Male,48,England,White Collar,4099,
100003167,Charles,Powell,Male,41,England,Other,4111,
200003461,Claire,Edmunds,Female,56,Scotland,Other,4111,
100000163,Amanda,Morgan,Female,39,England,White Collar,4121,
200001597,Heather,Young,Female,45,Scotland,Other,4151,
100001984,Michelle,Sharp,Female,39,England,White Collar,4158,
200001435,Peter,Welch,Male,51,Scotland,Blue Collar,4189,
100000090,Wanda,Henderson,Female,35,England,White Collar,4195,
100003642,Katherine,Dowd,Female,26,England,Other,4212,
300001204,Olivia,Langdon,Female,42,Wales,White Collar,4250,
100000606,Ruth,Mackenzie,Female,42,England,White Collar,4252,
100000248,James,Miller,Male,37,England,White Collar,4264,
100003203,Piers,Campbell,Male,37,England,White Collar,4269,
100000420,Samantha,Mackenzie,Female,32,England,White Collar,4286,
400000432,Abigail,Poole,Female,29,Northern Ireland,Other,4288,
100001314,Dan,Short,Male,32,England,White Collar,4288,
100003833,Tracey,Hardacre,Female,34,England,White Collar,4301,
100000128,Virginia,Berry,Female,41,England,White Collar,4348,
200001693,Lucas,Clarkson,Male,48,Scotland,Blue Collar,4364,
200003693,Christopher,Churchill,Male,37,Scotland,Blue Collar,4369,
200000165,Paul,Harris,Male,52,Scotland,Blue Collar,4372,
400002699,Ruth,Graham,Female,61,Northern Ireland,White Collar,4387,
200001127,Eric,Nolan,Male,33,Scotland,Blue Collar,4404,
400001000,Lisa,Thomson,Female,29,Northern Ireland,Other,4407,
300001698,Gordon,Lambert,Male,38,Wales,Blue Collar,4409,
100003064,Sean,Peake,Male,43,England,White Collar,4421,
100001559,Oliver,Gray,Male,46,England,White Collar,4440,
200001610,Ian,Baker,Male,44,Scotland,White Collar,4442,
100000246,Justin,Paterson,Male,30,England,White Collar,4443,
100003373,Ruth,White,Female,41,England,White Collar,4477,
300003956,Jane,Duncan,Female,34,Wales,Blue Collar,4478,
100002877,Peter,Slater,Male,36,England,White Collar,4504,
100000341,Jasmine,Greene,Female,29,England,White Collar,4508,
100000144,Sean,Bell,Male,26,England,White Collar,4539,
200001440,Colin,Hill,Male,50,Scotland,Blue Collar,4558,
100004007,Rachel,Davies,Female,34,England,Blue Collar,4561,
100000867,Evan,Abraham,Male,38,England,White Collar,4563,
100003134,Dan,Black,Male,39,England,White Collar,4563,
100003988,Theresa,Forsyth,Female,30,England,White Collar,4571,
200003460,Leonard,Cameron,Male,51,Scotland,Other,4573,
100002362,Melanie,Hodges,Female,33,England,White Collar,4575,
100000617,Evan,Metcalfe,Male,32,England,Blue Collar,4576,
100000061,Kylie,Howard,Female,35,England,White Collar,4586,
100003078,Piers,Pullman,Male,23,England,Other,4588,
200003905,Joshua,Rutherford,Male,44,Scotland,Blue Collar,4611,
100000228,Virginia,Howard,Female,37,England,White Collar,4612,
100003081,Matt,Russell,Male,35,England,Blue Collar,4653,
300001996,Owen,Ball,Male,41,Wales,White Collar,4657,
200001571,Ian,Alsop,Male,52,Scotland,Blue Collar,4662,
400000513,Amy,Wilkins,Female,20,Northern Ireland,Other,4673,
100002544,Kevin,Arnold,Male,33,England,Blue Collar,4707,
100002993,Dylan,Metcalfe,Male,37,England,Blue Collar,4725,
400000755,Angela,Oliver,Female,19,Northern Ireland,Other,4733,
100002365,Sam,Hunter,Male,49,England,Other,4736,
100001859,Anna,Fisher,Female,35,England,White Collar,4750,
200001044,Stephen,Mathis,Male,52,Scotland,Other,4794,
100003172,Joe,Henderson,Male,43,England,Blue Collar,4809,
300000395,Gavin,Oliver,Male,32,Wales,Other,4821,
300003368,Owen,Ferguson,Male,28,Wales,Blue Collar,4821,
200003101,William,Lambert,Male,53,Scotland,Blue Collar,4822,
200003545,Joan,Avery,Female,41,Scotland,White Collar,4833,
100002996,Fiona,Morgan,Female,44,England,Blue Collar,4837,
100000087,Jack,White,Male,41,England,Other,4847,
100003889,Jane,Martin,Female,36,England,White Collar,4867,
100001691,Amanda,Gill,Female,33,England,White Collar,4885,
100001725,Steven,MacDonald,Male,46,England,White Collar,4887,
100001526,Jonathan,Duncan,Male,48,England,Other,4901,
100003133,Pippa,Bond,Female,46,England,Blue Collar,4908,
100002111,Deirdre,Lee,Female,37,England,White Collar,4910,
100000055,Cameron,Taylor,Male,24,England,White Collar,4912,
200001612,Brian,Alsop,Male,61,Scotland,Other,4926,
100001223,Deirdre,King,Female,31,England,White Collar,4931,
100000147,Jacob,Metcalfe,Male,33,England,White Collar,4941,
100002285,Sonia,Ball,Female,31,England,Other,4941,
200000941,Benjamin,Manning,Male,48,Scotland,Blue Collar,4942,
400001578,Emily,Harris,Female,34,Northern Ireland,Other,4952,
100002660,Ruth,Skinner,Female,42,England,Other,4959,
100003800,Ludwig,Nash,Male,32,England,Other,4984,
200003650,Thomas,Fraser,Male,51,Scotland,Blue Collar,5018,
100001800,Keith,Abraham,Male,27,England,Blue Collar,5020,
100001084,Molly,Wallace,Female,44,England,White Collar,5032,
200003936,Leonard,Avery,Male,51,Scotland,Blue Collar,5039,
100003222,Richard,Clarkson,Male,41,England,Blue Collar,5041,
200003540,Nathan,Ogden,Male,57,Scotland,Blue Collar,5043,
100002244,Sue,Arnold,Female,38,England,White Collar,5054,
100002156,Liam,Davies,Male,43,England,White Collar,5055,
100002553,Stephanie,Peters,Female,31,England,White Collar,5063,
300002267,Anna,Tucker,Female,25,Wales,Other,5074,
100001946,Ian,Glover,Male,40,England,Blue Collar,5107,
100003878,Lauren,Churchill,Female,25,England,White Collar,5121,
100001533,Chloe,Gibson,Female,39,England,White Collar,5133,
400001426,Dominic,Young,Male,17,Northern Ireland,Other,5159,
100000151,Connor,Grant,Male,33,England,White Collar,5160,
100003448,Lucas,Abraham,Male,31,England,White Collar,5179,
300002637,Jacob,Parsons,Male,39,Wales,Blue Collar,5202,
200003088,Victoria,Nolan,Female,51,Scotland,Other,5228,
100001318,Michael,Grant,Male,37,England,Blue Collar,5234,
100002766,Trevor,Jackson,Male,28,England,Other,5248,
100003028,Rachel,Hudson,Female,35,England,White Collar,5248,
100002168,Maria,Bailey,Female,42,England,White Collar,5253,
100001636,Steven,Sharp,Male,23,England,Other,5257,
100003217,Joseph,Scott,Male,36,England,White Collar,5276,
100003984,Tim,Nash,Male,25,England,White Collar,5281,
200000067,Dan,Ellison,Male,47,Scotland,Blue Collar,5300,
100003788,Jane,Short,Female,29,England,White Collar,5312,
100000421,Kimberly,Wallace,Female,30,England,Other,5357,
100002786,Penelope,Jackson,Female,32,England,White Collar,5370,
100002554,Dominic,Bailey,Male,24,England,Blue Collar,5397,
100003381,Julia,Churchill,Female,23,England,Other,5434,
300002488,Simon,Hardacre,Male,42,Wales,White Collar,5436,
200000099,Robert,May,Male,40,Scotland,Blue Collar,5457,
200002413,Lillian,Payne,Female,51,Scotland,Other,5467,
100000291,Wanda,Quinn,Female,21,England,White Collar,5471,
100003191,Alexander,Reid,Male,31,England,Other,5478,
100002452,Rebecca,Gill,Female,25,England,Blue Collar,5491,
100002738,Christian,Hart,Male,32,England,White Collar,5520,
200003523,Keith,Poole,Male,47,Scotland,Blue Collar,5521,
100001637,Samantha,Ferguson,Female,26,England,White Collar,5527,
300003534,Audrey,Thomson,Female,18,Wales,White Collar,5557,
100002408,Oliver,Short,Male,29,England,White Collar,5565,
100002821,Dan,Campbell,Male,35,England,White Collar,5582,
100001322,Carol,Simpson,Female,40,England,White Collar,5585,
100003388,Lily,Butler,Female,35,England,White Collar,5603,
100000316,Mary,Carr,Female,37,England,White Collar,5611,
300000364,Katherine,Howard,Female,34,Wales,White Collar,5654,
100000038,Robert,Cornish,Male,31,England,Other,5688,
200003494,Jason,Hemmings,Male,48,Scotland,Blue Collar,5704,
100001372,Ava,Hart,Female,32,England,White Collar,5709,
200003102,Anthony,Davidson,Male,61,Scotland,Other,5711,
200001283,Evan,Burgess,Male,48,Scotland,Blue Collar,5726,
200000765,Paul,Baker,Male,44,Scotland,Blue Collar,5784,
400000497,Anna,Chapman,Female,26,Northern Ireland,White Collar,5790,
100000034,Jake,Wilson,Male,26,England,Other,5834,
100001483,Samantha,Kerr,Female,25,England,White Collar,5834,
100002967,Sally,Bower,Female,38,England,White Collar,5853,
100003447,Yvonne,Morrison,Female,34,England,White Collar,5872,
200003293,Anthony,Morrison,Male,47,Scotland,Blue Collar,5876,
100001015,Nicholas,Poole,Male,24,England,White Collar,5881,
200003578,Caroline,Stewart,Female,35,Scotland,Other,5898,
400002130,Amy,Ferguson,Female,32,Northern Ireland,Other,5909,
200001150,Amy,Graham,Female,60,Scotland,Blue Collar,5917,
100002915,Deirdre,Abraham,Female,23,England,White Collar,5965,
200003791,Bernadette,Davidson,Female,49,Scotland,Other,5981,
100001756,Keith,Dyer,Male,28,England,Other,6016,
100002324,Anthony,Rutherford,Male,37,England,Other,6032,
300003467,Fiona,Powell,Female,31,Wales,White Collar,6053,
400002980,Molly,Taylor,Female,31,Northern Ireland,Blue Collar,6058,
100001195,Christopher,Walsh,Male,32,England,White Collar,6080,
100001096,Rebecca,Bell,Female,35,England,Blue Collar,6083,
200001031,Tracey,Ferguson,Female,48,Scotland,Other,6105,
100003875,Samantha,King,Female,37,England,White Collar,6110,
400000541,Victoria,Kerr,Female,30,Northern Ireland,Blue Collar,6133,
200003305,Melanie,Baker,Female,45,Scotland,Other,6177,
200000747,Peter,Gibson,Male,47,Scotland,Blue Collar,6188,
200001331,Maria,Robertson,Female,56,Scotland,Other,6197,
200002486,Rebecca,Hunter,Female,52,Scotland,Other,6222,
200003100,Blake,Manning,Male,61,Scotland,Blue Collar,6243,
100001294,Joan,Underwood,Female,36,England,Other,6273,
200000534,Sebastian,Thomson,Male,62,Scotland,Blue Collar,6274,
200000371,Alan,Kelly,Male,44,Scotland,Other,6289,
200001901,Owen,Watson,Male,50,Scotland,Other,6401,
100002850,Gavin,Buckland,Male,38,England,White Collar,6411,
200000353,Gordon,Ellison,Male,58,Scotland,Blue Collar,6417,
400001794,James,Terry,Male,27,Northern Ireland,Blue Collar,6426,
200002979,Brian,Black,Male,57,Scotland,Blue Collar,6436,
400000517,Carol,Rutherford,Female,37,Northern Ireland,Other,6457,
100000437,Sean,Sanderson,Male,31,England,Blue Collar,6459,
300001079,Phil,Hudson,Male,36,Wales,Blue Collar,6468,
100001159,Gordon,Hamilton,Male,32,England,White Collar,6472,
200000586,Dylan,Piper,Male,44,Scotland,Blue Collar,6498,
100000412,Dan,Wright,Male,18,England,White Collar,6508,
100001907,Sean,Taylor,Male,43,England,White Collar,6526,
400002319,Karen,Butler,Female,40,Northern Ireland,White Collar,6541,
200003968,Joanne,Hughes,Female,51,Scotland,Other,6556,
100002883,Dorothy,Paterson,Female,35,England,White Collar,6557,
200000484,Ian,Morrison,Male,39,Scotland,Blue Collar,6572,
200000024,Carl,Quinn,Male,52,Scotland,Blue Collar,6581,
100001726,Phil,Lawrence,Male,37,England,Other,6591,
400001343,Yvonne,Buckland,Female,31,Northern Ireland,Other,6631,
100003383,James,Clark,Male,47,England,White Collar,6632,
200002356,Chloe,Sanderson,Female,59,Scotland,Other,6675,
100002961,John,Cornish,Male,28,England,White Collar,6680,
200002518,Jack,Rees,Male,44,Scotland,Blue Collar,6698,
200002712,Sean,Rutherford,Male,55,Scotland,Blue Collar,6728,
300000358,Simon,Morrison,Male,28,Wales,Blue Collar,6729,
100003621,Steven,MacLeod,Male,28,England,Blue Collar,6748,
100002810,Julian,Welch,Male,37,England,White Collar,6765,
100002826,Ella,Baker,Female,29,England,White Collar,6807,
200002924,Joshua,Hughes,Male,52,Scotland,Blue Collar,6809,
100001291,Victor,Berry,Male,27,England,White Collar,6826,
100002814,Luke,Welch,Male,29,England,White Collar,6840,
200002650,Liam,Arnold,Male,50,Scotland,Blue Collar,6844,
100002964,Deirdre,Brown,Female,37,England,White Collar,6845,
100001395,Penelope,Duncan,Female,39,England,White Collar,6861,
200003180,John,Payne,Male,49,Scotland,Other,6882,
200003546,Gavin,Duncan,Male,56,Scotland,Other,6887,
100001658,Leah,MacLeod,Female,39,England,White Collar,6905,
200003291,Rachel,Grant,Female,42,Scotland,Other,6916,
100000937,Karen,White,Female,28,England,Blue Collar,6922,
100002624,Stephen,Murray,Male,38,England,Blue Collar,6958,
200001902,Keith,Kelly,Male,60,Scotland,Blue Collar,6962,
200000462,Paul,Martin,Male,52,Scotland,Other,6968,
100002708,Carol,Hill,Female,32,England,White Collar,6968,
100003753,Julian,Mitchell,Male,30,England,Blue Collar,6983,
200003955,John,Lyman,Male,53,Scotland,Blue Collar,6989,
100001674,Irene,Alsop,Female,46,England,White Collar,7003,
100001580,Penelope,Coleman,Female,36,England,White Collar,7039,
300003408,Dan,Underwood,Male,30,Wales,White Collar,7050,
100001388,Trevor,Davidson,Male,38,England,White Collar,7099,
100000284,Lily,Hughes,Female,30,England,White Collar,7136,
300003157,David,Greene,Male,35,Wales,White Collar,7140,
300001696,Natalie,Graham,Female,38,Wales,White Collar,7149,
